title,num_citations,year,excerpt,url,url_pdf,indicator,key_words,doi,authors,issued,abstract,link,is_referenced_by_count
Balancing of life cycle carbon and cost appraisal on alternative wall and roof design verification for residential building,27,2018,"… As such, having assessment on different house components optimization (wall and roofing) in a complete building and also whole life cycle cost is still limited, especially the two wall …",https://www.emerald.com/insight/content/doi/10.1108/CI-03-2017-0024/full/html,,0,"whole life carbon, plumbing",10.1108/ci-03-2017-0024,Ali Tighnavard Balasbaneh; Abdul Kadir Bin Marsono; Emad Kasra Kermanshahi,2018-4-5,"<jats:sec>
<jats:title content-type=""abstract-subheading"">Purpose</jats:title>
<jats:p>The purpose of this study is to describe life cycle cost (LCC) and life cycle assessment (LCA) evaluation for single story building house in Malaysia. Two objective functions, namely, LCA and LCC, were evaluated for each design and a total of 20 alternatives were analyzed. Two wall schemes that have been adopted from two different recent studies toward mitigation of climate change require clarification in both life cycle objectives.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Design/methodology/approach</jats:title>
<jats:p>For this strategic life cycle assessment, Simapro 8.3 tool has been chosen over a 50-year life span. LCC analysis was also used to determine not only the most energy-efficient strategy, but also the most economically feasible one. A present value (PV)-based economic analysis takes LCC into account.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Findings</jats:title>
<jats:p>The results will appear in present value and LC carbon footprint saving, both individually and in combination with each other. Result of life cycle management shows that timber wall−wooden post and beam covered by steel stud (W5) and wood truss with concrete roof tiles (R1) released less carbon emission to atmosphere and have lower life cycle cost over their life span. W5R1 releases 35 per cent less CO<jats:sub>2</jats:sub> emission than the second best choice and costs 25 per cent less.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Originality/value</jats:title>
<jats:p>The indicator assessed was global warming, and as the focus was on GHG emissions, the focus of this study was mainly in the context of Malaysian construction, although the principles apply universally. The result would support the adoption of sustainable building for building sector.</jats:p>
</jats:sec>",https://www.emerald.com/insight/content/doi/10.1108/CI-03-2017-0024/full/xml,21
A whole building life-cycle assessment methodology and its application for carbon footprint analysis of US commercial buildings,7,2023,"… It represents a systematic approach to quantify the energy and material flows through the whole life of a product, process or service, and has been applied for building carbon footprint …",https://www.tandfonline.com/doi/abs/10.1080/19401493.2022.2107071,,0,"whole life carbon, plumbing",10.2139/ssrn.4670189,Timokleia Orfanidou; Paul Ravey; Mika Keskisalo; Giuseppe Cardellini,2023,,,0
Life cycle assessment of embodied carbon and strategies for decarbonization of a high-rise residential building,51,2022,"… analyzed for the life cycle assessment of the building for the embodied carbon in the three … each strategy will be effective in minimizing the embodied carbon. For the base case, a high-…",https://www.mdpi.com/2075-5309/12/8/1203,,0,"whole life carbon, plumbing",10.3390/buildings12081203,Badr Saad Alotaibi; Sahil Ali Khan; Mohammed Awad Abuhussain; Nedhal Al-Tamimi; Rana Elnaklah; Mohammad Arif Kamal,2022-8-10,"<jats:p>The construction sector is responsible for the 40% of consumed resources, 40% of CO2 emissions, and approximately 40% of construction and demolition waste. For the assessment of the building, there exists a standardized method, life cycle assessment (LCA), however, the process requires time, cost, and most importantly expertise. In this paper, a method is proposed and analyzed for the life cycle assessment of the building for the embodied carbon in the three stages, construction, operation, and demolition. Moreover, the result of the analysis is considered as the base result, and de-carbonization strategies identified through literature study for the three stages of construction, operation, and demolition are assessed with the same method to know how much each strategy will be effective in minimizing the embodied carbon. For the base case, a high-rise residential building in an urban region of India is analyzed, based on existing conditions through the building information modeling (BIM) method. The carbon emission of the selected building comes out to be 414 kg CO2e/m2/year, and assessing different decarbonization strategies, considering the first analysis as the baseline, it can be minimized to 135 kg CO2e/m2/year.</jats:p>",https://www.mdpi.com/2075-5309/12/8/1203/pdf,43
Zero-carbon balance: The case of HouseZero,47,2022,… life cycle assessment studies. The paper also provides a method to calculate the building's carbon balance over its 100-year service life … the building can achieve carbon balance under …,https://www.sciencedirect.com/science/article/pii/S0360132321009069,,0,"whole life carbon, plumbing",10.1016/j.buildenv.2021.108511,Jonathan Grinham; Henning Fjeldheim; Bin Yan; Tor Dokka Helge; Kristian Edwards; Tine Hegli; Ali Malkawi,2022-1,,https://api.elsevier.com/content/article/PII:S0360132321009069?httpAccept=text/xml,37
"Life cycle assessment of an entirely wood floor system designed for carbon negativity, future adaptability, and end-of-life de/re/construction",1,2025,"… Our findings demonstrate the viability of long-span, low-carbon timber floor systems and highlight how connection design can meaningfully influence environmental performance in …",https://iopscience.iop.org/article/10.1088/2634-4505/adf665/meta,,0,"whole life carbon, plumbing",10.1088/2634-4505/adf665,Muzan Williams Ijeoma; Sovanroth Ou; Amin Nabati; Hao Chen; Michael Stoner; Patricia Layton; Dustin Albright; Brandon Ross; Weichiang Pang; Michael Carbajales-Dale,2025-8-11,"<jats:title>Abstract</jats:title>
               <jats:p>The construction sector accounts for approximately 11% of global greenhouse gas emissions, largely due to the production of steel, concrete and aluminum. As global infrastructure investments grow, exceeding $2.9 trillion in the United States alone, there is an urgent need to transition to low-carbon structural systems. Mass timber offers a promising alternative, with lower embodied carbon (EC) and the potential to function as a carbon sink when sustainably sourced. However, conventional mass timber floor systems are limited to spans of 16–25 feet, depending on the selected system and thickness. They often rely on concrete toppings for acoustic and vibration performance, undermining environmental and circularity benefits. Here, we present a novel, all-wood mass timber floor system capable of spanning 40 feet, comparable to steel-framed construction, while achieving carbon negativity, modularity, and disassembly. This is the first timber-based system to combine these structural and sustainability attributes at this span-length. A cradle-to-gate life cycle assessment, aligned with EN 15978 and ISO 14044, quantified the floor system development environmental performance across two proprietary connection strategies: adhesive + screw and sharp plate + screw. Each design sequestered 4,787 kg CO<jats:sub>2</jats:sub>-eq of biogenic carbon per functional unit, contributing to a net EC of −100.6 and −96.7 kg CO<jats:sub>2</jats:sub>-eq/m<jats:sup>2</jats:sup>, respectively, after accounting for construction-stage emissions. The Sharp Plate system also showed lower impacts in smog formation, ecotoxicity, and energy use. Our findings demonstrate the viability of long-span, low-carbon timber floor systems and highlight how connection design can meaningfully influence environmental performance in timber-floor design.</jats:p>",https://iopscience.iop.org/article/10.1088/2634-4505/adf665,1
Achieving net zero carbon performance in a French apartment building?,8,2023,"… The whole life cycle GhG emissions would then be around … copper for electronic manufacturing and plumbing. The results are … , electric and electronics, and plumbing. They have been …",https://www.mdpi.com/1996-1073/16/22/7608,,0,"whole life carbon, plumbing",10.2139/ssrn.4517303,Alpha Hamid Dicko; charlotte Roux; Bruno Peuportier,2023,,,3
High-resolution combined building stock and building energy modeling to evaluate whole-life carbon emissions and saving potentials at the building and …,52,2022,"… built environment to reach carbon neutrality. In … carbon emissions only, thus omitting the significant carbon emission saving potential resulting from the reactivation of embodied carbon …",https://www.sciencedirect.com/science/article/pii/S0921344921006091,,0,"whole life carbon, plumbing",10.1016/j.resconrec.2021.106000,Felix Heisel; Joseph McGranahan; Joseph Ferdinando; Timur Dogan,2022-2,,https://api.elsevier.com/content/article/PII:S0921344921006091?httpAccept=text/xml,39
Research on low-carbon evaluation of green buildings based on the whole life cycle theory,10,2023,… from the perspective of carbon emissions [3]. This study adopts a whole life cycle evaluation perspective and focuses on relevant indicators for building carbon emissions. It establishes …,https://link.springer.com/article/10.1007/s42452-023-05488-4,,0,"whole life carbon, plumbing",10.1007/s42452-023-05488-4,Farah Adilah Binti Jamaludin; Jiabo Li,2023-9-11,"<jats:title>Abstract</jats:title><jats:p>Cities are highly dense areas with significant energy consumption and waste generation. Therefore, developing buildings with low energy consumption and reduced pollutant emissions is an important approach for China to achieve its goals of carbon neutrality, peak carbon emissions, and sustainable development. In this context, the concept and practice of green buildings have emerged. This research is based on the whole life cycle assessment method of the whole life cycle theory, integrating relevant indicators for calculating carbon emissions in buildings. It conducts a multidimensional evaluation and analysis of the low-carbon level of green buildings. Quantitative analysis is carried out based on five stages and five dimensions of the entire construction process. A conceptual model for the low-carbon evaluation of green buildings is established, and grey relational analysis and analytic hierarchy process are employed to rank and evaluate projects. The study aims to identify the key factors in the low-carbon evaluation of green buildings and discusses the focus and suggestions for future low-carbon management throughout the whole life cycle of green buildings.</jats:p>",https://link.springer.com/content/pdf/10.1007/s42452-023-05488-4.pdf,8
Streamlining life cycle assessment for complex Mechanical Electrical and Plumbing products–Lessons from lighting,1,2025,… of carbon emission impacts over the full life cycle of buildings. This contribution further seeks to articulate the potential role of manufacturers and designers in accelerating the closure of …,https://journals.sagepub.com/doi/abs/10.1177/01436244241305759,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1177/01436244241305759,Leela Shanker; Irene Mazzei; Tim Bowes,2025-1-12,"<jats:p>Life Cycle Assessment (LCA) is a framework supporting quantification of a product’s environmental impacts. Such data is required for comprehensive assessment of carbon emission impacts over the full life-cycle of products and buildings. With policymakers and the private sector pursuing decarbonisation goals, the need to streamline development of LCA data for Mechanical, Electrical and Plumbing (MEP) items has increased. MEP practitioners are tailoring existing LCA frameworks to accommodate supply chain complexity and unique use-phase scenarios. In lighting, LCA leadership is being driven by designers from consulting/engineering firms and manufacturers committed to identifying data gaps, inconsistencies, and uncertainty in the application of LCA. In 2025, lighting’s first Industry-Average LCA Report will be published as the result of an industry-led, international, collective analysis of five commonly used architectural luminaires. The findings suggest LCA development may be streamlined by articulating the role of manufacturers and designers in accelerating the closure of identified data gaps and adoption of consistent, industry-agreed interpretation of LCA for complex MEP items. Strategies include approaching industry LCA as a design innovation tool rather than compliance issue; assembling designer-manufacturer forums to incentivize commercial cooperation; improving global harmonisation and harnessing Industry-Average Environmental Product Declarations (EPDs) and other tools as an introduction to more specific analysis.</jats:p>
          <jats:sec>
            <jats:title>Practical Application</jats:title>
            <jats:p>With increasing significance in the growth of, and requirement for, the adoption of Life Cycle Assessment (LCA) within the built environment, this paper offers leading practitioners and manufacturers an approach that can help identify current data gaps, areas of inconsistency and uncertainty within the discipline of Mechanical Electrical and Plumbing (MEP) LCA. It suggests how engaging multiple stakeholders, particularly manufacturers and designers, can deliver preliminary results that support wider industry progress within this emerging field of data collection and analysis. This paper also provides lighting manufacturers, sustainability specialists and MEP consultants with a more comprehensive understanding of the environmental impact of lighting.</jats:p>
          </jats:sec>",https://journals.sagepub.com/doi/pdf/10.1177/01436244241305759,1
Unveiling the greenhouse gas emissions of drinking water treatment plant throughout the construction and operation stages based on life cycle assessment,14,2024,"… all industries that produce greenhouse gas (GHG) emissions. Water supply system, as an … This work conducted a life cycle assessment (LCA) to account the GHG emissions associated …",https://www.sciencedirect.com/science/article/pii/S0147651324001180,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.ecoenv.2024.116043,Peng Zhang; Boru Ma; Guolu Zheng; Fukuan Li; Wei Zhang; Jingwen Gu; Zehong Liu; Kexun Li; Hao Wang,2024-3,,https://api.elsevier.com/content/article/PII:S0147651324001180?httpAccept=text/xml,14
Development of net energy ratios and life cycle greenhouse gas emissions of large-scale mechanical energy storage systems,77,2019,"… , decommissioning life cycle stages of the energy storage systems were evaluated. … life cycle greenhouse gas emissions in g CO 2 eq./kWh are 231.2, 368.2, and 211.1. The emissions …",https://www.sciencedirect.com/science/article/pii/S036054421832557X,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.energy.2018.12.183,S. Kapila; A.O. Oni; E.D. Gemechu; A. Kumar,2019-3,,https://api.elsevier.com/content/article/PII:S036054421832557X?httpAccept=text/xml,60
"Assessment of the environmental profile incidence of mechanical, electrical, and plumbing systems in two different types of buildings",0,2022,"… research wanted to investigate their emissions, trying to demonstrate that these can be more considerable than expected or estimated. The Life Cycle Assessment (LCA) methodology …",https://www.politesi.polimi.it/handle/10589/218023,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1063/5.0110154,S. A. Andreev; N. E. Kabdin; V. F. Storchevoy,2022,,http://aip.scitation.org/doi/pdf/10.1063/5.0110154,0
A guide to life-cycle greenhouse gas (GHG) emissions from electric supply technologies,990,2007,"This manuscript reviews and compares the results of recent greenhouse gas (GHG) emission life-cycle analyses. Specific attention is paid to fossil energy technologies, nuclear and …",https://www.sciencedirect.com/science/article/pii/S036054420700028X,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.energy.2007.01.008,Daniel Weisser,2007-9,,https://api.elsevier.com/content/article/PII:S036054420700028X?httpAccept=text/xml,557
Life-cycle energy use and greenhouse gas emissions inventory for water treatment systems,244,2007,… to reveal opportunities for energy and GHG reduction throughout the life cycle of the system. The results from the Life-Cycle Inventories (LCIs) are then used to identify processes with …,https://ascelibrary.org/doi/abs/10.1061/(ASCE)1076-0342(2007)13:4(261),,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1061/(asce)1076-0342(2007)13:4(261),Alina I. Racoviceanu; Bryan W. Karney; Christopher A. Kennedy; Andrew F. Colombo,2007-12,,https://ascelibrary.org/doi/pdf/10.1061/%28ASCE%291076-0342%282007%2913%3A4%28261%29,154
Environmental and economic life cycle assessment of PEX and copper plumbing systems: A case study,53,2016,"… PEX piping instead of the traditional copper piping systems in … % over its life cycle. Moreover, it can significantly reduce the … In order to reduce greenhouse gas emissions, it is essential …",https://www.sciencedirect.com/science/article/pii/S0959652616311313,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.jclepro.2016.08.006,Somayeh Asadi; Hamed Babaizadeh; Nolan Foster; Reza Broun,2016-11,,https://api.elsevier.com/content/article/PII:S0959652616311313?httpAccept=text/xml,31
Life-cycle energy use and greenhouse gas emissions of a building-scale wastewater treatment and nonpotable reuse system,83,2015,… life-cycle assessment (LCA) to analyze the energy consumption and greenhouse gas (GHG) emissions of … The analysis estimated pipe contributions by assessing 100 m of 25 mm (1 in) …,https://pubs.acs.org/doi/abs/10.1021/acs.est.5b01677,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1021/acs.est.5b01677,Thomas P. Hendrickson; Mi T. Nguyen; Marsha Sukardi; Alexandre Miot; Arpad Horvath; Kara L. Nelson,2015-8-12,,https://pubs.acs.org/doi/pdf/10.1021/acs.est.5b01677,56
Analysing the life cycle greenhouse gas emission and energy consumption of a multi-storied commercial building in Singapore from an extended system …,131,2012,"… Carbon offset potential from existing onsite greenery was also excluded. In determining what types of emissions to consider for each of these life cycle … , which categorizes emissions into …",https://www.sciencedirect.com/science/article/pii/S0378778812001752,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.enbuild.2012.03.027,Harn Wei Kua; Chee Long Wong,2012-8,,https://api.elsevier.com/content/article/PII:S0378778812001752?httpAccept=text/xml,86
Life cycle assessment of the transmission network in Great Britain,151,2010,"… on the operational carbon dioxide (CO 2 ) emissions from power … life contribution of all sectors of the electricity industry. Here, a preliminary assessment of the life cycle carbon emissions …",https://www.sciencedirect.com/science/article/pii/S0301421510001205,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.enpol.2010.02.039,Gareth P. Harrison; Edward (Ned). J. Maclean; Serafeim Karamanlis; Luis F. Ochoa,2010-7,,https://api.elsevier.com/content/article/PII:S0301421510001205?httpAccept=text/xml,95
Life cycle analysis for water and wastewater pipe materials,134,2013,… life cycle energy consumption and related greenhouse gas (… criteria used to select optimal pipe sizes. LCA estimates of … of pipe system alternatives in a high growth planning area in …,https://ascelibrary.org/doi/abs/10.1061/(ASCE)EE.1943-7870.0000638,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1061/(asce)ee.1943-7870.0000638,Fei Du; Gwendolyn J. Woods; Doosun Kang; Kevin E. Lansey; Robert G. Arnold,2013-5,,https://ascelibrary.org/doi/pdf/10.1061/%28ASCE%29EE.1943-7870.0000638,75
Greenhouse gas emissions from renewable energy sources: A review of lifecycle considerations,723,2014,"… emissions (eg, NO x and SO 2 ), this review focuses on emissions of greenhouse gases (GHG)… This review found 11 different studies that reported full life cycle GHG emission estimates (…",https://www.sciencedirect.com/science/article/pii/S1364032114005395,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.rser.2014.07.087,Nana Yaw Amponsah; Mads Troldborg; Bethany Kington; Inge Aalders; Rupert Lloyd Hough,2014-11,,https://api.elsevier.com/content/article/PII:S1364032114005395?httpAccept=text/xml,468
Whole-building life-cycle analysis with a new GREET® tool: Embodied greenhouse gas emissions and payback period of a LEED-Certified library,47,2022,"… We developed localized, detailed life-cycle inventories to address individual building … We expanded the LCA system boundary to include the mechanical, electrical, and plumbing system…",https://www.sciencedirect.com/science/article/pii/S0360132321010544,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.buildenv.2021.108664,Hao Cai; Xinyi Wang; Ji-Hyun Kim; Arathi Gowda; Michael Wang; John Mlade; Scott Farbman; Luke Leung,2022-2,,https://api.elsevier.com/content/article/PII:S0360132321010544?httpAccept=text/xml,32
Life cycle assessment for three ventilation methods,49,2017,… studies concerning the life cycle assessment (LCA) of various alternative ventilation systems incorporating the combined effect of life cycle cost (LCC) and carbon emission in the supply-…,https://www.sciencedirect.com/science/article/pii/S0360132317300665,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.buildenv.2017.02.006,M.L. Fong; Zhang Lin; K.F. Fong; Vic Hanby; Rick Greenough,2017-5,,https://api.elsevier.com/content/article/PII:S0360132317300665?httpAccept=text/plain,32
"Life cycle GHG assessment of a building restoration: Case study of a heritage industrial building in Toronto, Canada",107,2021,"… emissions of the building’s restoration from cradle to grave, accompanied by a scoping estimate of greenhouse gas emissions … as HVAC, plumbing, and renewable energy systems. …",https://www.sciencedirect.com/science/article/pii/S0959652620338646,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.jclepro.2020.123819,Tamar Opher; Mel Duhamel; I. Daniel Posen; Daman K. Panesar; Rashad Brugmann; Adrien Roy; Ryan Zizzo; Larissa Sequeira; Alireza Anvari; Heather L. MacLean,2021-1,,https://api.elsevier.com/content/article/PII:S0959652620338646?httpAccept=text/xml,69
A comparative life cycle assessment (LCA) of concrete and steel-prefabricated prefinished volumetric construction structures in Malaysia,91,2020,"… in terms of measures adopted for greenhouse gas (GHG) emissions. Steel incurs a higher … taken into consideration, including electrical and plumbing systems. The life cycle stage of the …",https://link.springer.com/article/10.1007/s11356-020-10141-3,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1007/s11356-020-10141-3,Ali Tighnavard Balasbaneh; Mohd Zamri Ramli,2020-7-30,,https://link.springer.com/content/pdf/10.1007/s11356-020-10141-3.pdf,67
The application of life cycle assessment for the optimization of pipe materials of building water supply and drainage system,42,2020,"… water supply and drainage system. The results showed that the energy consumption of PVC-U pipe in the building water supply system … of galvanized steel pipe and copper pipe, and …",https://www.sciencedirect.com/science/article/pii/S2210670720304881,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1016/j.scs.2020.102267,Jiaqing Xiong; Junguo Zhu; Yifan He; Sihui Ren; Wenping Huang; Fengyu Lu,2020-9,,https://api.elsevier.com/content/article/PII:S2210670720304881?httpAccept=text/xml,29
Domestic water use in the United States: A life‐cycle approach,172,2006,"… Then, depending on available pressure, the water is fed through the piping system in the building. The water supply pipe entering the building branches into two pipes, one traveling to …",https://onlinelibrary.wiley.com/doi/abs/10.1162/108819806775545312,,0,"life cycle greenhouse gas emissions, mechanical electrical plumbing systems",10.1162/108819806775545312,Angela Arpke; Neil Hutzler,2006-1,"<jats:p>Water and energy are two primary natural resources used by building occupants. A life‐cycle assessment (LCA) is performed for water‐consuming plumbing fixtures and water‐consuming appliances during their operational life for four different building types. Within the cycle studied, water is extracted from the natural environment, subjected to water treatment, pumped to buildings for use, collected for wastewater treatment, and discharged back to the natural environment. Specifically, the impacts of water use, electricity and natural gas generation, energy consumption (for water and wastewater treatment, and for water heating), and the manufacture of water and wastewater treatment chemicals are evaluated both quantitatively and qualitatively on a generalized national level in the United States of America.</jats:p><jats:p>It is concluded that water use and consumption within buildings have a much larger impact on resource consumption than the water and wastewater treatment stages of the life cycle. To study this more specifically, the resource consumption of four different building types‐an apartment building, a college dormitory, a motel, and an office building‐is considered. Of these four building types, the apartment has the highest energy consumption (for water and wastewater treatment, and for water heating) per volume of water used, whereas the office building has the lowest. Similarly, the calculated LCA score for the apartment building is typically greater than those of the other three building types.</jats:p>",http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1162%2F108819806775545312,79
